Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,2,12,6,TURNING_RIGHT,false,0,0,0,0,0,,,0,0,0
4,1,2,20,8,ACCELERATING,false,0,0,0,0,1,,,0,0,4
5,1,2,28,8,USED_LIZARD,false,0,0,0,0,0,,,0,0,4
6,1,3,35,8,TURNING_RIGHT,false,0,0,1,0,1,,,0,1,16
7,1,3,50,15,USED_BOOST,true,5,0,0,0,1,,,0,3,28
8,1,3,65,15,ACCELERATING,true,4,0,0,0,1,,,0,3,28
9,1,3,80,3,HIT_WALL,false,0,3,0,1,1,,,1,4,32
10,1,3,80,3,FIXED_CAR,false,0,1,0,1,1,,,1,4,32
11,1,3,86,6,ACCELERATING,false,0,1,0,1,1,,,1,4,32
12,1,3,92,6,USED_TWEET,false,0,1,0,1,1,3,73,0,4,36
13,1,3,98,6,USED_OIL,false,0,1,0,0,1,3,73,0,4,40
14,1,3,106,8,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
15,1,3,115,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
16,1,3,124,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
17,1,3,133,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
18,1,3,142,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
19,1,3,151,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
20,1,3,160,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
21,1,3,169,9,ACCELERATING,false,0,1,0,0,1,3,73,0,4,40
22,1,3,178,9,USED_LIZARD,false,0,1,0,0,0,3,73,0,4,40
23,1,2,186,9,TURNING_LEFT,false,0,1,1,0,1,3,73,0,4,48
24,1,2,195,9,USED_BOOST,true,5,1,0,0,1,3,73,0,4,52
25,1,2,204,9,ACCELERATING,true,4,1,0,0,1,3,73,0,4,52
26,1,2,213,9,ACCELERATING,true,3,1,0,0,1,3,73,0,4,52
27,1,2,222,9,USED_LIZARD,true,2,1,0,0,0,3,73,0,4,52
28,1,2,231,8,HIT_MUD,false,0,2,0,0,0,3,73,0,4,49
29,1,2,231,8,FIXED_CAR,false,0,0,0,0,0,3,73,0,4,49
