Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,0,1,0,,,0,0,4
5,1,1,33,9,ACCELERATING,false,0,0,0,1,1,,,0,0,8
6,1,1,42,9,ACCELERATING,false,0,0,0,1,1,,,0,0,8
7,1,1,51,9,ACCELERATING,false,0,0,0,1,1,,,0,1,12
8,1,1,60,9,USED_OIL,false,0,0,0,0,1,,,0,1,16
9,1,1,69,9,USED_LIZARD,false,0,0,0,0,0,,,0,1,16
10,1,1,78,9,ACCELERATING,false,0,0,0,0,0,,,0,1,16
11,1,1,87,9,ACCELERATING,false,0,0,0,0,0,,,0,1,16
12,1,1,96,8,HIT_MUD,false,0,1,0,0,0,,,0,1,13
13,1,2,103,8,TURNING_RIGHT,false,0,1,0,0,1,,,0,1,17
14,1,2,112,9,ACCELERATING,false,0,1,0,0,2,,,0,1,21
15,1,2,121,9,ACCELERATING,false,0,1,0,0,2,,,0,1,21
16,1,2,130,9,ACCELERATING,false,0,1,0,0,3,,,0,1,25
17,1,2,139,9,ACCELERATING,false,0,1,0,0,3,,,0,1,25
18,1,2,148,3,HIT_WALL,false,0,3,0,0,3,,,0,1,20
19,1,2,148,3,FIXED_CAR,false,0,1,0,0,3,,,0,1,20
20,1,2,154,6,ACCELERATING,false,0,1,0,0,3,,,0,1,20
21,1,2,162,8,ACCELERATING,false,0,1,0,0,3,,,0,1,20
22,1,2,171,9,ACCELERATING,false,0,1,0,0,3,,,0,1,20
23,1,2,180,9,ACCELERATING,false,0,1,0,0,3,,,0,1,20
24,1,2,189,9,ACCELERATING,false,0,1,0,0,3,,,0,1,20
25,1,2,198,9,USED_LIZARD,false,0,1,0,0,2,,,0,1,20
26,1,2,207,9,ACCELERATING,false,0,1,0,0,2,,,0,1,20
27,1,2,216,9,USED_LIZARD,false,0,1,0,0,1,,,0,1,20
28,1,2,225,9,USED_LIZARD,false,0,1,0,0,0,,,0,1,20
29,1,2,234,9,ACCELERATING,false,0,1,0,0,0,,,0,1,20
30,1,2,243,9,ACCELERATING,false,0,1,0,0,0,,,0,1,20
31,1,2,252,9,ACCELERATING,false,0,1,0,0,0,,,0,1,20
