Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,10,3,DECELERATING,false,0,0,0,0,0,,,0,0,0
4,2,3,12,3,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
5,2,2,14,3,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
6,2,2,20,3,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
7,2,1,22,3,TURNING_LEFT,false,0,1,0,0,0,,,0,0,-3
8,2,1,28,6,ACCELERATING,false,0,1,0,0,0,,,0,0,-3
9,2,1,36,8,ACCELERATING,false,0,1,0,0,1,,,0,0,1
10,2,1,45,9,ACCELERATING,false,0,1,0,0,1,,,0,0,1
11,2,1,54,9,USED_LIZARD,false,0,1,0,0,0,,,0,0,1
12,2,1,63,8,HIT_MUD,false,0,2,1,0,0,,,0,0,2
13,2,1,71,8,USED_BOOST,true,5,2,0,0,0,,,0,0,6
14,2,1,79,8,ACCELERATING,true,4,2,0,0,0,,,0,0,6
15,2,1,87,8,ACCELERATING,true,3,2,0,0,0,,,0,0,6
16,2,1,95,6,HIT_MUD,false,0,3,0,0,0,,,0,0,3
17,2,1,95,6,FIXED_CAR,false,0,1,0,0,0,,,0,0,3
18,2,1,98,3,DECELERATING,false,0,1,0,0,0,,,0,0,3
19,2,1,104,3,HIT_MUD,false,0,2,0,0,0,,,0,0,0
20,2,2,106,3,TURNING_RIGHT,false,0,2,0,0,0,,,0,0,0
21,2,2,112,6,ACCELERATING,false,0,2,0,0,1,,,0,0,4
22,2,2,115,3,DECELERATING,false,0,2,0,0,1,,,0,0,4
23,2,1,117,3,TURNING_LEFT,false,0,2,1,0,1,,,0,0,8
24,2,1,125,6,HIT_MUD,false,0,3,0,0,1,,,0,0,9
25,2,1,125,6,FIXED_CAR,false,0,1,0,0,1,,,0,0,9
26,2,2,130,6,TURNING_RIGHT,false,0,1,0,0,1,,,0,0,9
27,2,2,138,8,ACCELERATING,false,0,1,0,0,1,,,0,0,9
28,2,2,144,6,DECELERATING,false,0,1,0,0,1,,,0,0,9
29,2,2,147,3,HIT_WALL,false,0,3,0,0,1,,,0,0,4
30,2,2,147,3,FIXED_CAR,false,0,1,0,0,1,,,0,0,4
31,2,2,153,6,ACCELERATING,false,0,1,0,0,1,,,0,0,4
32,2,2,161,8,ACCELERATING,false,0,1,0,0,1,,,0,0,4
33,2,2,170,9,ACCELERATING,false,0,1,0,0,1,,,0,0,4
34,2,2,179,9,USED_LIZARD,false,0,1,0,0,0,,,0,0,4
35,2,2,188,9,ACCELERATING,false,0,1,0,0,0,,,0,0,4
36,2,2,196,6,HIT_MUD,false,0,2,0,0,0,,,0,0,1
37,2,2,204,8,ACCELERATING,false,0,2,0,0,0,,,0,0,1
38,2,2,210,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-2
39,2,2,210,3,FIXED_CAR,false,0,1,0,0,0,,,0,0,-2
40,2,2,216,6,ACCELERATING,false,0,1,0,1,0,,,0,0,2
41,2,2,219,3,HIT_MUD,false,0,2,0,1,0,,,0,0,-1
42,2,3,221,3,TURNING_RIGHT,false,0,2,0,1,1,,,0,0,3
43,2,3,227,6,ACCELERATING,false,0,2,0,1,1,,,0,0,3
44,2,3,235,8,ACCELERATING,false,0,2,0,1,1,,,0,0,3
45,2,3,243,8,ACCELERATING,false,0,2,0,1,1,,,0,0,3
46,2,3,251,8,ACCELERATING,false,0,2,0,1,1,,,0,0,3
47,2,3,257,6,DECELERATING,false,0,2,0,1,1,,,0,0,3
48,2,3,260,3,HIT_MUD,false,0,3,0,1,1,,,1,0,4
49,2,3,260,3,FIXED_CAR,false,0,1,0,1,1,,,1,0,4
50,2,4,262,3,TURNING_RIGHT,false,0,1,1,1,1,,,1,0,8
51,2,4,271,9,USED_BOOST,true,5,1,0,1,2,,,1,0,16
52,2,4,280,9,USED_LIZARD,true,4,1,0,1,1,,,1,0,16
53,2,4,289,9,USED_LIZARD,true,3,1,0,1,0,,,1,0,16
54,2,4,298,9,ACCELERATING,true,2,1,0,1,0,,,1,0,16
55,2,4,307,9,ACCELERATING,true,1,1,0,1,0,,,1,1,20
56,2,4,315,6,HIT_MUD,false,0,2,0,1,0,,,1,1,17
57,2,4,318,3,DECELERATING,false,0,2,0,1,0,,,2,1,21
58,2,3,320,3,TURNING_LEFT,false,0,2,0,1,1,,,2,1,25
59,2,3,326,6,ACCELERATING,false,0,2,0,1,1,,,2,1,25
60,2,3,334,8,ACCELERATING,false,0,2,0,2,1,,,2,2,33
61,2,3,342,8,ACCELERATING,false,0,2,0,2,1,,,2,2,33
62,2,3,348,6,DECELERATING,false,0,2,0,2,1,,,2,2,33
63,2,3,351,3,DECELERATING,false,0,2,0,2,1,,,2,2,33
64,2,3,357,6,ACCELERATING,false,0,2,0,2,1,,,2,3,37
65,2,3,365,8,ACCELERATING,false,0,2,0,2,1,,,2,4,41
66,2,3,373,8,ACCELERATING,false,0,2,0,2,1,,,2,4,41
67,2,3,381,8,ACCELERATING,false,0,2,0,2,1,,,2,4,41
68,2,3,389,8,ACCELERATING,false,0,2,1,2,1,,,2,4,45
69,2,3,397,8,USED_BOOST,true,5,2,0,2,1,,,2,4,49
70,2,3,403,3,HIT_MUD,false,0,3,0,2,1,,,2,4,46
71,2,3,403,3,FIXED_CAR,false,0,1,0,2,1,,,2,4,46
72,2,3,406,3,HIT_CYBER_TRUCK,false,0,3,1,2,1,,,2,4,43
73,2,3,406,3,FIXED_CAR,false,0,1,1,2,1,,,2,4,43
74,2,2,408,3,TURNING_LEFT,false,0,1,1,2,1,,,2,4,43
75,2,2,417,3,HIT_WALL,false,0,3,0,2,1,,,2,4,42
76,2,2,417,3,FIXED_CAR,false,0,1,0,2,1,,,2,4,42
77,2,2,423,6,ACCELERATING,false,0,1,0,2,1,,,2,4,42
78,2,2,431,8,ACCELERATING,false,0,1,0,2,1,,,2,5,46
79,2,2,440,9,ACCELERATING,false,0,1,0,2,1,,,2,5,46
80,2,2,449,9,USED_LIZARD,false,0,1,0,2,0,,,3,5,50
81,2,2,457,6,HIT_MUD,false,0,2,0,2,0,,,3,5,47
82,2,2,460,3,DECELERATING,false,0,2,0,2,0,,,3,5,47
83,2,2,466,6,ACCELERATING,false,0,2,0,2,0,,,3,5,47
84,2,2,474,8,ACCELERATING,false,0,2,0,2,0,,,4,5,51
85,2,2,480,6,DECELERATING,false,0,2,0,2,0,,,4,5,51
86,2,2,483,3,DECELERATING,false,0,2,0,2,0,,,4,5,51
87,2,1,485,3,TURNING_LEFT,false,0,2,0,2,1,,,4,5,55
88,2,1,491,6,ACCELERATING,false,0,2,0,2,1,,,4,5,55
89,2,1,499,8,ACCELERATING,false,0,2,0,2,1,,,4,5,55
90,2,1,507,8,ACCELERATING,false,0,2,1,2,1,,,4,5,59
91,2,1,515,8,USED_BOOST,true,5,2,0,2,1,,,4,5,63
92,2,1,523,8,ACCELERATING,true,4,2,0,2,1,,,4,5,63
93,2,1,531,8,ACCELERATING,true,3,2,0,3,1,,,4,5,67
94,2,2,538,8,TURNING_RIGHT,true,2,2,0,3,1,,,4,5,67
95,2,2,546,8,ACCELERATING,true,1,2,0,3,1,,,4,5,67
96,2,2,552,3,HIT_MUD,false,0,3,0,3,1,,,5,5,68
97,2,2,552,3,FIXED_CAR,false,0,1,0,3,1,,,5,5,68
98,2,2,558,6,ACCELERATING,false,0,1,0,3,2,,,5,5,72
99,2,2,566,6,HIT_MUD,false,0,2,1,3,2,,,5,5,73
100,2,1,571,6,TURNING_LEFT,false,0,2,1,3,2,,,5,5,73
101,2,1,579,6,HIT_MUD,false,0,3,0,3,2,,,5,5,74
102,2,1,579,6,FIXED_CAR,false,0,1,0,3,2,,,5,5,74
103,2,1,587,6,HIT_MUD,false,0,2,0,3,2,,,5,5,71
104,2,1,595,8,ACCELERATING,false,0,2,0,3,3,,,5,5,75
105,2,1,603,8,ACCELERATING,false,0,2,0,3,3,,,5,5,75
106,2,1,609,6,DECELERATING,false,0,2,0,3,3,,,5,5,75
107,2,1,612,3,DECELERATING,false,0,2,0,3,3,,,5,5,75
108,2,1,618,6,ACCELERATING,false,0,2,0,3,3,,,5,6,79
109,2,1,626,8,ACCELERATING,false,0,2,0,4,3,,,5,6,83
110,2,2,633,8,TURNING_RIGHT,false,0,2,0,4,3,,,5,6,83
111,2,2,639,6,DECELERATING,false,0,2,0,4,3,,,5,6,83
112,2,2,642,3,HIT_MUD,false,0,3,0,4,3,,,5,6,80
113,2,2,642,3,FIXED_CAR,false,0,1,0,4,3,,,5,6,80
114,2,2,648,6,ACCELERATING,false,0,1,0,4,3,,,5,6,80
115,2,2,656,8,ACCELERATING,false,0,1,0,4,3,,,7,6,88
116,2,2,665,8,HIT_OIL,false,0,2,0,4,3,,,7,6,84
117,2,1,672,8,TURNING_LEFT,false,0,2,0,4,3,,,7,6,84
118,2,1,678,6,DECELERATING,false,0,2,0,4,3,,,7,6,84
119,2,1,686,8,ACCELERATING,false,0,2,0,4,3,,,8,6,88
120,2,1,694,6,HIT_OIL,false,0,3,0,4,3,,,8,6,84
121,2,1,694,6,FIXED_CAR,false,0,1,0,4,3,,,8,6,84
122,2,1,697,3,DECELERATING,false,0,1,0,4,3,,,9,6,88
123,2,1,703,3,HIT_MUD,false,0,2,0,4,3,,,9,6,85
124,2,1,709,6,ACCELERATING,false,0,2,0,4,5,,,9,6,93
125,2,1,717,6,HIT_MUD,false,0,3,1,4,5,,,9,7,98
126,2,1,717,6,FIXED_CAR,false,0,1,1,4,5,,,9,7,98
127,2,1,726,9,USED_BOOST,true,5,1,0,6,5,,,9,7,110
128,2,1,735,9,USED_LIZARD,true,4,1,0,6,4,,,9,7,110
129,2,1,744,9,USED_LIZARD,true,3,1,0,6,3,,,9,7,110
130,2,1,753,9,USED_LIZARD,true,2,1,0,6,2,,,9,7,110
131,2,1,762,9,USED_LIZARD,true,1,1,0,6,1,,,9,7,110
132,2,1,771,9,USED_LIZARD,false,0,1,0,6,0,,,9,7,110
133,2,1,780,9,ACCELERATING,false,0,1,0,6,0,,,9,7,110
134,2,1,789,9,ACCELERATING,false,0,1,0,6,0,,,9,7,110
135,2,1,798,3,HIT_WALL,false,0,3,0,6,0,,,9,7,105
136,2,1,798,3,FIXED_CAR,false,0,1,0,6,0,,,9,7,105
