Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,1,0,,,0,1,8
4,2,4,24,9,ACCELERATING,false,0,0,0,1,1,,,0,1,12
5,2,4,33,9,USED_LIZARD,false,0,0,0,1,0,,,0,1,12
6,2,4,42,8,HIT_MUD,false,0,1,0,1,0,,,0,1,17
7,2,4,51,9,ACCELERATING,false,0,1,0,1,0,,,0,1,17
8,2,4,60,3,HIT_WALL,false,0,3,0,0,0,,,0,1,16
9,2,4,66,0,HIT_WALL,false,0,5,0,0,1,,,0,1,15
10,2,4,66,0,FIXED_CAR,false,0,3,0,0,1,,,0,1,15
11,2,4,69,3,HIT_MUD,false,0,4,0,0,1,,,0,1,12
12,2,4,72,0,HIT_MUD,false,0,5,0,0,1,,,0,1,9
13,2,4,72,0,FIXED_CAR,false,0,3,0,0,1,,,0,1,9
