Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,3,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
3,2,4,13,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
4,2,4,19,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-9
5,2,4,25,3,HIT_MUD,false,0,4,1,0,0,,,0,0,-8
6,2,4,28,3,ACCELERATING,false,0,4,1,0,0,,,0,0,-8
7,2,4,31,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
8,2,4,34,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
9,2,4,37,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
10,2,4,40,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
11,2,4,43,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
12,2,4,46,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
13,2,4,49,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
14,2,4,52,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
15,2,4,55,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
16,2,4,58,0,HIT_WALL,false,0,5,1,0,0,,,0,1,-9
17,2,4,58,0,FIXED_CAR,false,0,3,1,0,0,,,0,1,-9
18,2,4,61,3,ACCELERATING,false,0,3,1,0,0,,,0,1,-9
19,2,4,67,6,ACCELERATING,false,0,3,1,0,0,,,0,1,-9
20,2,4,73,3,HIT_MUD,false,0,4,0,0,0,,,0,1,-8
21,2,4,76,3,ACCELERATING,false,0,4,0,0,0,,,0,1,-8
22,2,4,79,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
23,2,4,82,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
24,2,4,85,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
25,2,4,88,3,ACCELERATING,false,0,4,1,0,0,,,0,1,-4
26,2,4,91,0,HIT_MUD,false,0,5,1,0,0,,,0,2,-3
27,2,4,91,0,FIXED_CAR,false,0,3,1,0,0,,,0,2,-3
28,2,4,94,3,ACCELERATING,false,0,3,1,1,0,,,0,2,1
29,2,4,100,6,ACCELERATING,false,0,3,1,1,0,,,0,2,1
30,2,4,106,6,USED_BOOST,true,5,3,0,1,0,,,0,2,5
31,2,4,112,6,ACCELERATING,true,4,3,1,1,0,,,0,2,9
32,2,4,118,6,USED_BOOST,true,5,3,0,1,1,,,0,2,17
33,2,4,124,6,USED_LIZARD,true,4,3,0,1,0,,,0,2,17
34,2,4,130,3,HIT_MUD,false,0,4,0,1,0,,,0,2,14
35,2,4,133,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
36,2,4,136,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
37,2,4,139,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
38,2,4,142,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
39,2,4,145,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
40,2,4,148,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
41,2,4,151,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
42,2,4,154,3,ACCELERATING,false,0,4,0,1,0,,,0,2,14
43,2,4,157,0,HIT_MUD,false,0,5,0,1,0,,,0,2,5
44,2,4,157,0,FIXED_CAR,false,0,3,0,1,0,,,0,2,5
45,2,4,160,3,ACCELERATING,false,0,3,0,1,0,,,0,2,5
46,2,4,166,3,HIT_MUD,false,0,4,0,1,0,,,0,2,2
47,2,4,169,0,HIT_MUD,false,0,5,0,1,0,,,0,2,-1
48,2,4,169,0,FIXED_CAR,false,0,3,0,1,0,,,0,2,-1
49,2,4,172,3,ACCELERATING,false,0,3,0,1,0,,,0,3,3
50,2,4,178,3,HIT_MUD,false,0,4,0,1,0,,,0,3,0
51,2,4,181,3,ACCELERATING,false,0,4,0,1,0,,,0,3,0
52,2,4,184,3,ACCELERATING,false,0,4,0,1,0,,,0,3,0
53,2,4,187,3,ACCELERATING,false,0,4,0,1,0,,,0,3,0
54,2,4,190,3,ACCELERATING,false,0,4,0,1,0,,,0,3,0
55,2,4,193,0,HIT_MUD,false,0,5,0,1,0,,,0,3,-3
56,2,4,193,0,FIXED_CAR,false,0,3,0,1,0,,,0,3,-3
57,2,4,196,3,ACCELERATING,false,0,3,0,1,0,,,0,3,-3
58,2,4,202,6,ACCELERATING,false,0,3,0,1,0,,,0,3,-3
59,2,4,208,3,HIT_MUD,false,0,4,0,1,0,,,0,3,-6
60,2,4,211,3,ACCELERATING,false,0,4,0,2,0,,,0,3,-2
61,2,4,214,3,ACCELERATING,false,0,4,0,2,0,,,0,3,-2
62,2,4,217,3,ACCELERATING,false,0,4,0,2,0,,,0,3,-2
63,2,4,220,3,ACCELERATING,false,0,4,0,2,0,,,0,4,2
64,2,4,223,3,ACCELERATING,false,0,4,0,2,0,,,0,4,2
65,2,4,226,3,ACCELERATING,false,0,4,0,2,0,,,0,4,2
66,2,4,229,3,ACCELERATING,false,0,4,0,2,0,,,1,4,6
67,2,4,232,3,ACCELERATING,false,0,4,0,2,0,,,2,4,10
68,2,4,235,3,ACCELERATING,false,0,4,0,2,0,,,2,4,10
69,2,4,238,3,ACCELERATING,false,0,4,0,2,0,,,2,4,10
70,2,4,241,3,ACCELERATING,false,0,4,0,2,0,,,2,4,10
71,2,4,244,3,ACCELERATING,false,0,4,0,2,0,,,3,4,14
72,2,4,247,3,ACCELERATING,false,0,4,0,2,0,,,3,4,14
73,2,4,250,3,ACCELERATING,false,0,4,0,2,0,,,3,4,14
74,2,4,253,0,HIT_MUD,false,0,5,0,2,0,,,3,4,11
75,2,4,253,0,FIXED_CAR,false,0,3,0,2,0,,,3,4,11
76,2,4,256,3,ACCELERATING,false,0,3,0,2,0,,,3,4,11
77,2,4,262,6,ACCELERATING,false,0,3,0,3,0,,,3,4,15
78,2,4,268,6,ACCELERATING,false,0,3,0,3,0,,,3,4,15
79,2,4,274,6,ACCELERATING,false,0,3,0,3,0,,,3,4,15
80,2,4,280,6,ACCELERATING,false,0,3,0,3,0,,,3,4,15
81,2,4,286,3,HIT_MUD,false,0,4,0,3,0,,,3,4,12
82,2,4,289,3,ACCELERATING,false,0,4,0,4,0,,,3,4,16
83,2,4,292,3,ACCELERATING,false,0,4,0,4,0,,,3,4,16
84,2,4,295,3,ACCELERATING,false,0,4,0,4,0,,,3,4,16
85,2,4,298,0,HIT_MUD,false,0,5,0,4,0,,,3,4,13
86,2,4,298,0,FIXED_CAR,false,0,3,0,4,0,,,3,4,13
87,2,4,299,3,HIT_MUD,false,0,4,0,4,0,,,3,4,10
88,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
89,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
90,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
91,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
92,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
93,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
94,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
95,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
96,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
97,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
98,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
99,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
100,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
101,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
102,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
103,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
104,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
105,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
106,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
107,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
108,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
109,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
110,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
111,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
112,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
113,2,4,299,3,ACCELERATING,false,0,4,0,4,0,,,3,4,10
