Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,9,ACCELERATING,false,0,0,1,0,0,,,0,0,4
5,1,1,33,9,NOTHING,false,0,0,1,0,0,,,0,0,4
6,1,1,42,9,NOTHING,false,0,0,1,0,0,,,0,0,4
7,1,1,51,9,NOTHING,false,0,0,1,0,0,,,0,0,4
8,1,1,60,9,NOTHING,false,0,0,1,0,1,,,0,0,8
9,1,1,69,9,NOTHING,false,0,0,1,0,1,,,0,0,8
10,1,1,78,9,NOTHING,false,0,0,1,0,1,,,1,0,12
11,1,1,87,9,NOTHING,false,0,0,1,0,1,,,2,0,16
12,1,1,96,9,NOTHING,false,0,0,1,0,2,,,3,0,24
13,1,1,105,9,NOTHING,false,0,0,1,0,2,,,3,0,24
14,1,1,114,9,NOTHING,false,0,0,1,1,2,,,3,0,28
15,1,2,122,9,TURNING_RIGHT,false,0,0,1,1,3,,,3,0,32
16,1,2,131,9,NOTHING,false,0,0,2,1,3,,,3,0,36
17,1,2,140,9,NOTHING,false,0,0,2,1,3,,,3,0,36
18,1,2,149,9,NOTHING,false,0,0,2,1,3,,,3,0,36
19,1,3,157,3,HIT_WALL,false,0,3,2,1,3,,,3,0,28
20,1,3,163,3,HIT_MUD,false,0,4,2,1,3,,,3,0,25
21,1,3,166,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
22,1,3,169,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
23,1,3,172,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
24,1,3,175,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
25,1,3,178,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
26,1,3,181,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
27,1,3,184,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
28,1,3,187,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
29,1,3,190,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
30,1,3,193,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
31,1,3,196,3,ACCELERATING,false,0,4,2,1,3,,,3,0,25
