Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,6,5,NOTHING,false,0,0,0,0,0,,,0,0,0
3,1,1,12,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
4,1,1,12,3,FIXED_CAR,false,0,0,0,0,0,,,0,0,-6
5,1,1,18,3,HIT_WALL,false,0,2,1,0,0,,,0,0,-7
6,1,1,18,3,FIXED_CAR,false,0,0,1,0,0,,,0,0,-7
7,1,1,24,3,HIT_MUD,false,0,1,1,0,0,,,0,1,-6
8,1,1,30,3,HIT_MUD,false,0,2,1,0,0,,,0,1,-9
9,1,1,30,3,FIXED_CAR,false,0,0,1,0,0,,,0,1,-9
10,1,1,36,6,ACCELERATING,false,0,0,1,0,0,,,0,1,-9
11,1,1,51,3,HIT_WALL,false,0,4,1,0,0,,,0,1,-12
12,1,1,51,3,FIXED_CAR,false,0,2,1,0,0,,,0,1,-12
13,1,1,51,3,FIXED_CAR,false,0,0,1,0,0,,,0,1,-12
14,1,1,57,3,HIT_WALL,false,0,4,1,0,0,,,0,1,-22
15,1,1,57,3,FIXED_CAR,false,0,2,1,0,0,,,0,1,-22
16,1,1,57,3,FIXED_CAR,false,0,0,1,0,0,,,0,1,-22
17,1,1,63,3,HIT_WALL,false,0,2,1,0,0,,,0,1,-27
18,1,1,63,3,FIXED_CAR,false,0,0,1,0,0,,,0,1,-27
19,1,1,69,6,ACCELERATING,false,0,0,1,0,0,,,0,1,-27
20,1,1,84,3,HIT_WALL,false,0,2,0,0,0,,,0,1,-28
21,1,1,84,3,FIXED_CAR,false,0,0,0,0,0,,,0,1,-28
22,1,1,90,6,ACCELERATING,false,0,0,0,0,0,,,0,1,-28
23,1,1,98,8,ACCELERATING,false,0,0,0,0,0,,,0,1,-28
24,1,1,107,9,ACCELERATING,false,0,0,0,0,0,,,0,1,-28
25,1,1,116,9,ACCELERATING,false,0,0,0,0,0,,,0,1,-28
26,1,2,124,9,TURNING_RIGHT,false,0,0,0,0,0,,,0,1,-28
27,1,2,133,9,ACCELERATING,false,0,0,0,0,0,,,0,1,-28
28,1,2,142,9,ACCELERATING,false,0,0,1,0,0,,,0,1,-24
29,1,2,157,3,HIT_WALL,false,0,2,0,1,0,,,0,1,-21
30,1,2,157,3,FIXED_CAR,false,0,0,0,1,0,,,0,1,-21
31,1,2,163,3,HIT_MUD,false,0,1,0,1,0,,,0,1,-24
32,1,2,169,6,ACCELERATING,false,0,1,0,1,0,,,0,2,-20
33,1,2,177,8,ACCELERATING,false,0,1,0,1,0,,,0,2,-20
34,1,2,186,9,ACCELERATING,false,0,1,0,2,0,,,0,2,-16
35,1,2,195,9,ACCELERATING,false,0,1,0,2,0,,,0,3,-12
36,1,3,203,9,TURNING_RIGHT,false,0,1,0,2,0,,,2,3,-4
37,1,4,211,9,TURNING_RIGHT,false,0,1,0,2,0,,,2,3,-4
38,1,4,220,9,USED_TWEET,false,0,1,0,2,0,1,237,2,3,4
39,1,4,229,9,USED_TWEET,false,0,1,0,3,0,1,237,1,4,16
40,1,4,238,9,USED_TWEET,false,0,1,0,3,0,1,240,0,4,20
41,1,4,247,8,HIT_MUD,false,0,2,0,3,0,1,240,0,4,17
42,1,4,247,8,FIXED_CAR,false,0,0,0,3,0,1,240,0,4,17
43,1,4,256,9,ACCELERATING,false,0,0,1,4,0,1,240,0,4,25
44,1,4,271,15,USED_BOOST,true,5,0,0,4,0,1,240,0,4,29
45,1,4,286,15,ACCELERATING,true,4,0,0,4,0,1,240,0,4,29
46,1,4,301,15,ACCELERATING,true,3,0,0,4,0,1,240,0,4,29
47,1,4,316,15,ACCELERATING,true,2,0,0,4,0,1,240,0,4,29
48,1,4,331,15,ACCELERATING,true,1,0,1,4,0,1,240,0,4,33
49,1,4,346,15,USED_BOOST,true,5,0,0,4,0,1,240,0,4,37
50,1,4,361,3,HIT_WALL,false,0,4,0,4,1,1,240,0,4,31
51,1,4,361,3,FIXED_CAR,false,0,2,0,4,1,1,240,0,4,31
52,1,4,361,3,FIXED_CAR,false,0,0,0,4,1,1,240,0,4,31
53,1,4,367,6,ACCELERATING,false,0,0,0,4,1,1,240,0,4,31
54,1,4,375,8,ACCELERATING,false,0,0,1,4,1,1,240,0,4,35
55,1,4,390,3,HIT_WALL,false,0,4,0,4,2,1,240,0,4,33
56,1,4,390,3,FIXED_CAR,false,0,2,0,4,2,1,240,0,4,33
57,1,4,390,3,FIXED_CAR,false,0,0,0,4,2,1,240,0,4,33
58,1,4,396,6,ACCELERATING,false,0,0,1,4,2,1,240,1,4,41
59,1,4,411,15,USED_BOOST,true,5,0,0,4,2,1,240,1,4,45
60,1,4,426,15,USED_LIZARD,true,4,0,0,4,1,1,240,1,4,45
61,1,4,441,15,USED_TWEET,true,3,0,0,4,1,3,369,0,4,49
62,1,4,456,3,HIT_WALL,false,0,3,2,4,1,3,369,0,4,49
63,1,4,456,3,FIXED_CAR,false,0,1,2,4,1,3,369,0,4,49
64,1,4,462,6,ACCELERATING,false,0,1,2,4,1,3,369,0,5,53
65,1,4,471,8,HIT_MUD,false,0,2,2,4,1,3,369,0,5,58
66,1,4,471,8,FIXED_CAR,false,0,0,2,4,1,3,369,0,5,58
67,1,4,486,15,USED_BOOST,true,5,0,1,4,1,3,369,1,6,70
68,1,4,501,15,USED_BOOST,true,5,0,0,4,2,3,369,1,6,78
69,1,4,516,3,HIT_WALL,false,0,3,0,5,2,2,394,1,6,82
70,1,4,516,3,FIXED_CAR,false,0,1,0,5,2,2,394,1,6,82
71,1,4,522,6,ACCELERATING,false,0,1,0,5,3,2,394,1,6,86
72,1,4,528,6,USED_LIZARD,false,0,1,0,5,2,2,394,1,6,86
73,1,4,534,6,USED_TWEET,false,0,1,0,5,2,2,429,0,6,90
74,1,4,542,8,ACCELERATING,false,0,1,0,5,2,2,429,0,6,90
75,1,4,551,9,ACCELERATING,false,0,1,0,5,2,2,429,0,6,90
76,1,4,560,3,HIT_WALL,false,0,3,0,5,3,2,429,0,6,89
77,1,4,560,3,FIXED_CAR,false,0,1,0,5,3,2,429,0,6,89
78,1,4,566,6,ACCELERATING,false,0,1,1,5,3,2,429,0,6,93
79,1,4,572,6,USED_LIZARD,false,0,1,1,5,2,2,429,0,6,93
80,1,4,581,9,USED_BOOST,true,5,1,0,5,2,2,429,0,6,97
