Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,3,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
3,1,1,13,6,ACCELERATING,false,0,2,1,0,0,,,0,0,-2
4,1,2,18,6,TURNING_RIGHT,false,0,2,1,0,0,,,0,0,-2
5,1,2,26,8,ACCELERATING,false,0,2,1,0,0,,,0,1,2
6,1,2,34,8,ACCELERATING,false,0,2,1,0,1,,,0,1,6
7,1,1,41,8,TURNING_LEFT,false,0,2,1,0,1,,,0,1,6
8,1,1,49,8,ACCELERATING,false,0,2,1,0,1,,,0,1,6
9,1,1,57,8,ACCELERATING,false,0,2,1,0,1,,,0,1,6
10,1,1,65,8,ACCELERATING,false,0,2,1,0,1,,,0,1,6
11,1,1,73,8,ACCELERATING,false,0,2,1,1,2,,,0,1,14
12,1,1,81,8,ACCELERATING,false,0,2,1,1,2,,,0,1,14
13,1,1,89,8,ACCELERATING,false,0,2,1,1,2,,,0,1,14
14,1,1,97,8,ACCELERATING,false,0,2,2,1,2,,,0,1,18
15,1,1,105,8,ACCELERATING,false,0,2,2,2,2,,,0,1,22
16,1,1,113,8,ACCELERATING,false,0,2,2,2,2,,,0,1,22
17,1,1,121,8,ACCELERATING,false,0,2,3,2,2,,,0,1,26
18,1,1,129,8,ACCELERATING,false,0,2,3,2,2,,,0,1,26
19,1,1,136,6,HIT_MUD,false,0,3,4,2,2,,,0,1,27
20,1,1,142,6,ACCELERATING,false,0,3,4,2,2,,,0,1,27
21,1,1,148,6,ACCELERATING,false,0,3,4,2,2,,,0,1,27
22,1,1,154,6,ACCELERATING,false,0,3,4,2,2,,,0,1,27
23,1,1,160,6,ACCELERATING,false,0,3,4,2,2,,,0,1,27
24,1,1,166,6,ACCELERATING,false,0,3,4,2,2,,,1,1,31
