Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,6,HIT_MUD,false,0,1,0,0,0,,,0,1,1
4,2,4,23,8,ACCELERATING,false,0,1,1,0,0,,,0,1,5
5,2,4,32,9,USED_BOOST,true,5,1,0,0,1,,,0,2,17
6,2,4,41,9,USED_LIZARD,true,4,1,0,0,0,,,0,2,17
7,2,4,50,8,HIT_MUD,false,0,2,0,0,0,,,0,1,18
8,2,4,58,8,ACCELERATING,false,0,2,0,0,0,,,0,1,18
9,2,4,66,8,ACCELERATING,false,0,2,1,0,0,,,1,1,26
10,2,4,74,8,USED_BOOST,true,5,2,0,0,0,,,1,1,30
11,2,4,82,6,HIT_MUD,false,0,3,0,0,0,,,1,1,27
12,2,4,88,6,ACCELERATING,false,0,3,0,0,0,,,1,1,27
13,2,4,94,6,ACCELERATING,false,0,3,0,0,0,,,1,1,27
14,2,4,100,3,HIT_MUD,false,0,4,0,0,0,,,1,1,24
15,2,4,103,3,ACCELERATING,false,0,4,0,0,0,,,1,1,24
16,2,4,106,0,HIT_MUD,false,0,5,0,0,0,,,1,1,21
17,2,4,106,0,FIXED_CAR,false,0,3,0,0,0,,,1,1,21
18,2,4,109,3,HIT_MUD,false,0,4,0,0,0,,,1,1,18
19,2,4,112,3,ACCELERATING,false,0,4,0,0,0,,,1,1,18
20,2,4,115,3,ACCELERATING,false,0,4,0,0,0,,,2,1,22
21,2,4,118,0,HIT_MUD,false,0,5,0,0,0,,,3,1,23
22,2,4,118,0,FIXED_CAR,false,0,3,0,0,0,,,3,1,23
23,2,4,121,3,ACCELERATING,false,0,3,0,0,0,,,3,1,23
24,2,4,127,6,ACCELERATING,false,0,3,1,0,0,,,3,1,27
25,2,4,133,6,USED_BOOST,true,5,3,0,0,0,,,3,1,31
26,2,4,139,6,ACCELERATING,true,4,3,0,0,0,,,4,1,35
27,2,4,145,6,ACCELERATING,true,3,3,0,0,0,,,4,1,35
28,2,4,151,6,ACCELERATING,true,2,3,0,1,0,,,4,1,39
29,2,4,157,3,HIT_MUD,false,0,4,0,1,0,,,4,1,36
30,2,4,160,0,HIT_MUD,false,0,5,1,1,0,,,4,1,37
31,2,4,160,0,FIXED_CAR,false,0,3,1,1,0,,,4,1,37
32,2,4,163,3,ACCELERATING,false,0,3,1,1,0,,,4,2,41
33,2,4,169,6,ACCELERATING,false,0,3,1,1,0,,,4,2,41
34,2,4,175,6,USED_BOOST,true,5,3,0,1,0,,,4,2,45
35,2,4,181,0,HIT_WALL,false,0,5,0,1,0,,,5,2,44
36,2,4,181,0,FIXED_CAR,false,0,3,0,1,0,,,5,2,44
37,2,4,184,3,ACCELERATING,false,0,3,0,1,1,,,5,2,48
38,2,4,190,6,ACCELERATING,false,0,3,0,1,1,,,5,2,48
39,2,4,196,6,ACCELERATING,false,0,3,0,1,1,,,5,3,52
40,2,4,202,6,USED_LIZARD,false,0,3,0,1,0,,,5,3,52
41,2,4,208,3,HIT_MUD,false,0,4,0,1,0,,,5,3,49
42,2,4,211,3,ACCELERATING,false,0,4,0,1,0,,,5,3,49
43,2,4,214,3,ACCELERATING,false,0,4,0,1,0,,,5,3,49
44,2,4,217,3,ACCELERATING,false,0,4,0,1,0,,,5,3,49
45,2,4,220,0,HIT_WALL,false,0,5,0,1,0,,,5,3,44
46,2,4,220,0,FIXED_CAR,false,0,3,0,1,0,,,5,3,44
47,2,4,223,3,ACCELERATING,false,0,3,0,1,0,,,5,3,44
48,2,4,229,3,HIT_MUD,false,0,4,0,1,0,,,5,3,41
49,2,4,232,3,ACCELERATING,false,0,4,0,1,0,,,5,3,41
50,2,4,235,0,HIT_MUD,false,0,5,1,1,0,,,5,3,42
51,2,4,235,0,FIXED_CAR,false,0,3,1,1,0,,,5,3,42
52,2,4,238,3,ACCELERATING,false,0,3,1,1,0,,,5,3,42
53,2,4,244,6,ACCELERATING,false,0,3,1,1,0,,,5,3,42
54,2,4,250,6,USED_BOOST,true,5,3,0,1,0,,,6,3,50
55,2,4,256,3,HIT_MUD,false,0,4,0,1,0,,,6,3,47
56,2,4,259,3,ACCELERATING,false,0,4,0,1,0,,,6,3,47
57,2,4,262,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
58,2,4,265,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
59,2,4,268,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
60,2,4,271,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
61,2,4,274,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
62,2,4,277,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
63,2,4,280,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
64,2,4,283,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
65,2,4,286,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
66,2,4,289,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
67,2,4,292,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
68,2,4,295,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
69,2,4,298,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
70,2,4,301,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
71,2,4,304,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
72,2,4,307,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
73,2,4,310,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
74,2,4,313,3,ACCELERATING,false,0,4,0,1,1,,,6,3,51
