Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,3,12,6,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
4,2,3,20,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,2,2,27,8,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
6,2,1,34,8,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
7,2,1,43,9,ACCELERATING,false,0,0,0,0,1,,,0,0,4
8,2,1,52,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-1
9,2,2,54,3,TURNING_RIGHT,false,0,2,0,0,0,,,0,0,-1
10,2,3,56,3,TURNING_RIGHT,false,0,2,0,0,0,,,0,0,-1
11,2,3,56,3,FIXED_CAR,false,0,0,0,0,0,,,0,0,-1
12,2,3,62,6,ACCELERATING,false,0,0,0,0,0,,,0,0,-1
13,2,3,70,8,ACCELERATING,false,0,0,0,0,0,,,0,0,-1
14,2,3,79,9,ACCELERATING,false,0,0,0,0,0,,,0,0,-1
15,2,2,87,9,TURNING_LEFT,false,0,0,0,0,0,,,1,0,3
16,2,2,96,9,USED_TWEET,false,0,0,0,0,0,3,131,0,0,7
17,2,2,105,9,ACCELERATING,false,0,0,0,0,0,3,131,1,0,11
18,2,3,113,9,TURNING_RIGHT,false,0,0,0,0,0,3,131,1,0,11
19,2,3,122,9,USED_TWEET,false,0,0,0,0,0,3,134,0,0,15
20,2,3,131,9,ACCELERATING,false,0,0,0,0,0,3,134,0,0,15
21,2,3,133,3,HIT_CYBER_TRUCK,false,0,2,0,0,0,3,134,0,0,8
22,2,3,133,3,FIXED_CAR,false,0,0,0,0,0,3,134,0,0,8
23,2,3,139,6,ACCELERATING,false,0,0,0,0,0,3,134,0,0,8
24,2,3,147,8,ACCELERATING,false,0,0,0,0,1,3,134,0,1,16
25,2,3,155,8,USED_EMP,false,0,0,0,0,1,3,134,0,0,20
26,2,3,164,9,ACCELERATING,false,0,0,0,0,1,3,134,1,0,24
27,2,3,173,9,USED_LIZARD,false,0,0,0,0,0,3,134,1,0,24
28,2,3,182,9,USED_TWEET,false,0,0,0,0,0,3,203,0,0,28
29,2,3,191,9,ACCELERATING,false,0,0,0,0,0,3,203,0,0,28
30,2,3,191,3,HIT_CYBER_TRUCK,false,0,2,0,0,0,3,203,0,0,21
31,2,3,191,3,FIXED_CAR,false,0,0,0,0,0,3,203,0,0,21
32,2,3,197,6,ACCELERATING,false,0,0,0,0,0,3,203,0,1,25
33,2,2,202,6,TURNING_LEFT,false,0,0,0,0,0,3,203,0,1,25
34,2,2,208,6,USED_EMP,false,0,0,0,0,0,3,203,0,0,29
35,2,2,208,3,HIT_CYBER_TRUCK,false,0,2,0,0,0,3,203,0,0,22
36,2,2,208,3,FIXED_CAR,false,0,0,0,0,0,3,203,0,0,22
37,2,2,214,6,ACCELERATING,false,0,0,0,0,0,3,203,0,0,22
38,2,2,222,8,ACCELERATING,false,0,0,1,0,0,3,203,0,0,26
39,2,3,229,8,TURNING_RIGHT,false,0,0,1,0,0,3,203,0,0,26
40,2,3,244,15,USED_BOOST,true,5,0,0,0,0,3,203,0,0,30
41,2,4,258,15,TURNING_RIGHT,true,4,0,0,0,0,3,203,1,0,34
42,2,3,272,8,HIT_MUD,false,0,2,0,0,0,3,203,1,1,32
43,2,2,279,8,TURNING_LEFT,false,0,2,0,0,0,3,203,1,1,32
44,2,2,279,8,FIXED_CAR,false,0,0,0,0,0,3,203,1,1,32
45,2,2,287,8,USED_EMP,false,0,0,0,1,0,3,203,2,0,44
46,2,2,295,8,USED_TWEET,false,0,0,0,2,0,2,313,1,0,52
47,2,3,302,8,TURNING_RIGHT,false,0,0,0,2,0,2,313,1,1,56
48,2,3,310,8,USED_EMP,false,0,0,0,2,0,2,313,1,0,60
49,2,3,310,3,HIT_CYBER_TRUCK,false,0,2,0,2,0,3,324,0,0,57
50,2,3,310,3,FIXED_CAR,false,0,0,0,2,0,3,324,0,0,57
51,2,3,316,6,ACCELERATING,false,0,0,0,2,0,3,324,0,0,57
52,2,3,323,3,HIT_CYBER_TRUCK,false,0,2,0,3,0,3,324,0,0,54
53,2,4,325,3,TURNING_RIGHT,false,0,2,0,3,0,3,324,0,0,54
54,2,4,325,3,FIXED_CAR,false,0,0,0,3,0,3,324,0,0,54
55,2,4,328,3,HIT_CYBER_TRUCK,false,0,2,0,3,0,3,324,0,0,47
56,2,3,330,3,TURNING_LEFT,false,0,2,0,3,0,3,324,0,0,47
57,2,3,330,3,FIXED_CAR,false,0,0,0,3,0,3,324,0,0,47
58,2,3,336,6,ACCELERATING,false,0,0,0,3,0,3,324,0,0,47
59,2,3,344,8,ACCELERATING,false,0,0,0,3,0,3,324,0,0,47
60,2,4,351,8,TURNING_RIGHT,false,0,0,0,3,0,3,324,0,0,47
61,2,4,360,9,ACCELERATING,false,0,0,0,3,0,3,324,0,0,47
62,2,4,369,9,ACCELERATING,false,0,0,0,3,0,3,324,1,0,51
63,2,4,378,9,USED_TWEET,false,0,0,0,3,0,4,484,0,0,55
64,2,4,387,9,ACCELERATING,false,0,0,0,3,0,4,484,0,1,59
65,2,4,387,3,HIT_CYBER_TRUCK,false,0,2,0,3,0,4,484,0,0,56
66,2,4,387,3,FIXED_CAR,false,0,0,0,3,0,4,484,0,0,56
67,2,4,393,6,ACCELERATING,false,0,0,0,3,0,4,484,0,0,56
68,2,4,401,8,ACCELERATING,false,0,0,1,3,1,4,484,0,0,64
69,2,4,416,15,USED_BOOST,true,5,0,0,3,1,4,484,0,0,68
70,2,4,431,8,HIT_MUD,false,0,2,0,3,1,4,484,1,0,66
71,2,4,439,8,USED_LIZARD,false,0,2,0,3,0,4,484,1,0,66
72,2,3,446,8,TURNING_LEFT,false,0,2,0,3,0,4,484,1,0,66
73,2,2,453,8,TURNING_LEFT,false,0,2,0,3,0,4,484,1,0,66
74,2,2,453,8,FIXED_CAR,false,0,0,0,3,0,4,484,1,0,66
75,2,2,461,8,USED_TWEET,false,0,0,0,4,0,4,564,0,0,74
76,2,2,470,8,HIT_MUD,false,0,1,0,5,0,4,564,0,0,75
77,2,3,477,8,TURNING_RIGHT,false,0,1,0,5,0,4,564,0,0,75
78,2,3,486,9,ACCELERATING,false,0,1,0,5,0,4,564,0,0,75
79,2,3,495,9,ACCELERATING,false,0,1,0,5,0,4,564,0,1,79
80,2,3,504,9,USED_EMP,false,0,1,0,5,0,4,564,0,0,83
81,2,4,512,9,TURNING_RIGHT,false,0,1,1,5,0,4,564,0,0,87
82,2,4,521,8,HIT_MUD,false,0,2,1,5,0,4,564,0,0,84
83,2,4,521,8,FIXED_CAR,false,0,0,1,5,0,4,564,0,0,84
84,2,4,536,15,USED_BOOST,true,5,0,0,5,0,4,564,1,0,92
85,2,4,551,9,HIT_MUD,false,0,1,0,5,0,3,640,0,0,93
86,2,4,551,3,HIT_CYBER_TRUCK,false,0,3,0,5,0,3,640,0,0,86
87,2,4,551,3,FIXED_CAR,false,0,1,0,5,0,3,640,0,0,86
88,2,4,557,6,ACCELERATING,false,0,1,0,5,0,3,640,0,0,86
89,2,4,565,8,ACCELERATING,false,0,1,0,5,0,3,640,0,0,86
90,2,3,572,8,TURNING_LEFT,false,0,1,0,5,1,3,640,0,0,90
91,2,3,581,9,ACCELERATING,false,0,1,0,5,1,3,640,0,0,90
92,2,3,590,9,ACCELERATING,false,0,1,0,5,1,3,640,0,0,90
93,2,3,599,9,USED_LIZARD,false,0,1,0,5,0,3,640,0,0,90
94,2,3,608,9,ACCELERATING,false,0,1,0,6,1,3,640,0,0,98
95,2,3,617,8,HIT_MUD,false,0,2,0,6,0,3,640,0,0,95
96,2,3,625,8,ACCELERATING,false,0,2,0,6,0,3,640,0,1,99
97,2,3,625,8,FIXED_CAR,false,0,0,0,6,0,3,640,0,1,99
98,2,3,633,8,USED_EMP,false,0,0,0,6,0,3,640,1,0,107
99,2,3,639,3,HIT_CYBER_TRUCK,false,0,2,0,6,0,3,732,0,0,104
100,2,2,641,3,TURNING_LEFT,false,0,2,0,6,0,3,732,0,0,104
101,2,2,641,3,FIXED_CAR,false,0,0,0,6,0,3,732,0,0,104
102,2,2,647,6,ACCELERATING,false,0,0,0,6,0,3,732,0,1,108
103,2,2,653,6,USED_EMP,false,0,0,0,6,0,3,732,0,0,112
104,2,3,658,6,TURNING_RIGHT,false,0,0,0,6,0,3,732,1,0,116
105,2,3,664,6,USED_TWEET,false,0,0,0,6,0,3,750,0,0,120
106,2,4,669,6,TURNING_RIGHT,false,0,0,0,6,0,3,750,0,0,120
107,2,4,677,8,ACCELERATING,false,0,0,0,6,0,3,750,0,0,120
108,2,3,684,6,HIT_OIL,false,0,1,0,6,2,3,750,0,0,124
109,2,3,692,8,ACCELERATING,false,0,1,0,6,2,3,750,0,0,124
110,2,3,700,8,USED_LIZARD,false,0,1,0,6,1,3,750,0,0,124
111,2,3,709,9,ACCELERATING,false,0,1,0,6,1,3,750,0,0,124
112,2,3,718,9,ACCELERATING,false,0,1,0,6,1,3,750,0,0,124
113,2,3,727,9,ACCELERATING,false,0,1,0,7,1,3,750,0,0,128
114,2,3,736,9,USED_LIZARD,false,0,1,0,7,0,3,750,0,0,128
115,2,4,744,9,TURNING_RIGHT,false,0,1,0,8,0,3,750,0,0,132
116,2,4,753,9,ACCELERATING,false,0,1,0,8,0,3,750,0,0,132
117,2,4,762,9,ACCELERATING,false,0,1,0,8,0,3,750,0,0,132
118,2,3,770,9,TURNING_LEFT,false,0,1,0,8,1,3,750,0,0,136
119,2,3,779,9,ACCELERATING,false,0,1,0,8,2,3,750,0,0,140
120,2,3,788,9,ACCELERATING,false,0,1,0,8,2,3,750,0,1,144
121,2,3,797,9,USED_EMP,false,0,1,0,8,2,3,750,0,0,148
122,2,3,806,9,ACCELERATING,false,0,1,0,8,2,3,750,0,0,148
123,2,3,815,9,ACCELERATING,false,0,1,0,8,2,3,750,0,0,148
124,2,3,824,9,ACCELERATING,false,0,1,0,8,3,3,750,0,0,152
125,2,3,833,9,USED_LIZARD,false,0,1,0,8,2,3,750,0,0,152
126,2,3,842,9,ACCELERATING,false,0,1,0,8,2,3,750,0,0,152
127,2,3,851,9,ACCELERATING,false,0,1,0,8,2,3,750,0,0,152
128,2,3,860,9,ACCELERATING,false,0,1,0,8,3,3,750,0,0,156
